인보이스 번호,5540519493,
인보이스 날짜,2026-03-31,
마감일,2026-04-30,
결제 ID,4907-3667-0302,
결제 계정 ID,01DA80-8E7EBE-D7F984,
통화,KRW,
환율,"1,427.87",
총 청구 금액,"₩609,987,414",
결제 계정 이름,결제 계정 ID,프로젝트 이름,프로젝트 ID,프로젝트 계층 구조,서비스 설명,서비스 ID,SKU 설명,SKU ID,소비 모델 설명,크레딧 유형,비용 유형,사용량 시작일,사용량 종료일,사용량,사용량 단위,반올림되지 않은 비용(₩),비용(₩)
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-splyt-company,kakao-mobility-splyt-company,sphinfo.co.kr > kakao-mobility,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-01,2026-03-31,"14,821",count,19481.044180,19481
verygoodtour,01AE07-5591F9-530428,verygoodtour - project,map-for-work-ext-01553031,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"11,884",count,18830.749134,18831
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-01,2026-03-31,"14,586",count,18531.439146,18531
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API,213C-9623-1402,Places Photo,81E7-85D0-58A7,Default,,사용량,2026-03-01,2026-03-31,"2,814",count,18131.092515,18131
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Prod,gmp-oncloud-prod,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"2,200",count,17361.471230,17361
pantos,01EF78-ADF325-25E5D9,pantos-LGEML ,pantos-lgeml,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"2,329",count,16361.146332,16361
amorepacific,011C63-46E87C-6D76D6,hongkong-Laneige - project,hongkong-laneige-project,sphinfo.co.kr > amorepacific,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"2,350",count,15431.974609,15432
11st,012C1F-16F3D7-6B0F99,11st - project,maps-ext-33980215,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"11,450",count,14492.880278,14493
nhn,01775C-1F3AE8-963929,Naver-Thbk-Project,naver-thbk-project,sphinfo.co.kr > naver,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"5,488",count,14166.366035,14166
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Dev,gmp-oncloud-dev,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"1,866",count,13433.400802,13433
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-eu-project,samsung-m-gspn-eu-project,sphinfo.co.kr > samsung-m-gspn,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"2,103",count,13141.095495,13141
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Acaas-Prod,gmp-acaas-prod,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"1,882",count,13123.553062,13124
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-31,"3,796",count,11976.972532,11977
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Protal-Prod,gmp-protal-prod,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"1,632",count,11724.240481,11724
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Cloud Monitoring,58CD-E7C3-72CA,Time series billed count,6E35-67F5-C3C6,Default,,사용량,2026-03-01,2026-03-17,"17,024,554",count,11440.488928,11440
nhn,01775C-1F3AE8-963929,Band-GMAP-Project,band-gmap-project,sphinfo.co.kr > naver,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-01,2026-03-31,"185,635",count,11065.360583,11065
samsung-sds-cello,015718-816F9E-1B3AED,samsung-sds-cello - project,map-for-work-int-154619931,sphinfo.co.kr > samsung-sds-cello,Directions API,B7D9-FDCB-15D8,Directions,28A8-3EB4-4595,Default,,사용량,2026-03-01,2026-03-31,"11,454",count,10380.614824,10381
lg-dmst,0171B4-1575B6-A3A335,dmst-LGECI,dmst-lgeci,sphinfo.co.kr > lg-dmst,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"1,615",count,9358.259973,9358
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-01,2026-03-31,"2,217",count,8688.588469,8689
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Protal-QA,gmp-protal-qa,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"1,118",count,8635.292809,8635
etc,01E541-1BB125-2312C6,golfzon,sphinfo-2012,sphinfo.co.kr,Compute Engine,6F81-5844-456A,Storage PD Snapshot in Seoul,81F5-D06C-3601,Default,,사용량,2026-03-01,2026-03-31,94.042,gibibyte month,8593.944169,8594
amorepacific,011C63-46E87C-6D76D6,hongkong-Sulwhasoo - project,hongkong-sulwhasoo-project,sphinfo.co.kr > amorepacific,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"1,265",count,8155.771254,8156
pantos,01EF78-ADF325-25E5D9,pantos-DMS,pantos-dms,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"1,147",count,7222.778337,7223
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,BigQuery,24E6-581D-38E5,Active Logical Storage (asia-northeast3),E44D-16C0-DCD3,Default,,사용량,2026-03-01,2026-03-31,193.956,gibibyte month,6041.292227,6041
Samsung-Logitech,0157C0-84B18E-442AE8,Samsung-Logitech,samsung-logitech,sphinfo.co.kr,Route Optimization API,0D08-5400-B9BF,RouteOptimization - SingleVehicleRouting,2020-AA6E-7D49,Default,,사용량,2026-03-01,2026-03-31,"5,391",count,5582.971668,5583
amorepacific,011C63-46E87C-6D76D6,malaysia-Laneige - project,malaysia-laneige-project,sphinfo.co.kr > amorepacific,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,818,count,5457.096987,5457
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,791,count,5297.397669,5297
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-31,"2,217",count,5213.152893,5213
kakao,011DBA-225A54-E38AD6,kakao - kakaostory,kakao-kakaostory,sphinfo.co.kr > kakao,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-01,2026-03-31,"2,109",count,4941.215396,4941
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Cloud Composer,1992-3666-B975,Cloud Composer 3 database storage (us-central1),FE03-530B-CC1E,Default,,사용량,2026-03-01,2026-03-31,19.995,gibibyte month,4853.438578,4853
Bespinglobal-Myrealtrip,01EE41-6CE54F-CC545A,Bespinglobal-Myrealtrip,bespinglobal-myrealtrip,sphinfo.co.kr > bespin-global > MyRealTrip,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-01,2026-03-31,"1,596",count,4255.052344,4255
amorepacific,011C63-46E87C-6D76D6,hongkong-Amore - project,hongkong-amore-project,sphinfo.co.kr > amorepacific,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,518,count,3907.858031,3908
pantos,01EF78-ADF325-25E5D9,pantos-LGESL,pantos-lgesl,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,555,count,3776.716135,3777
amorepacific,011C63-46E87C-6D76D6,vietnam - project,vietnam-project-309202,sphinfo.co.kr > amorepacific,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,560,count,3268.172284,3268
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-WEB,kia-au-web,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"1,163",count,3255.543548,3256
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-la-project,samsung-m-gspn-la-project,sphinfo.co.kr > samsung-m-gspn,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,492,count,3031.367942,3031
Bespinglobal-Myrealtrip,01EE41-6CE54F-CC545A,Bespinglobal-Myrealtrip,bespinglobal-myrealtrip,sphinfo.co.kr > bespin-global > MyRealTrip,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-31,"1,596",count,2553.031308,2553
kt-powertel,0170B5-EC75DC-A0DFDF,kt-powertel - project,map-for-work-int-34359667,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"10,225",count,2248.895179,2249
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-BASIC-IOS,kia-au-basic-ios,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,628,count,1934.763822,1935
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-BP-hotel,yanolja-bp-hotel,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-01,2026-03-29,220,count,1177.992720,1178
nhn,01775C-1F3AE8-963929,Line-GMAP-Chirashi-Project,line-gmap-1-project,sphinfo.co.kr > naver,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,458,count,1002.364740,1002
nhn,01775C-1F3AE8-963929,CRM Plus for Beauty,line-crm-plus-for-beauty,sphinfo.co.kr > naver,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,362,count,832.714322,833
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-BP-hotel,yanolja-bp-hotel,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-29,220,count,706.795619,707
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-SightMind-Prod,sightmind,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,97,count,649.680847,650
nhn,01775C-1F3AE8-963929,Naver-Thbk-Project,naver-thbk-project,sphinfo.co.kr > naver,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-01,2026-03-31,"12,252",count,558.558237,559
Ground K,0147BD-0C99EC-A7BCCD,GroundK-gmp-project,seismic-mantis-309901,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-01,2026-03-31,"10,134",count,541.476853,541
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Cloud Run Functions,29E7-DA93-CA13,Cloud Run functions CPU (Request-based billing) in asia-northeast3,F1E5-2A55-AB37,Default,,사용량,2026-03-01,2026-03-31,"9,349.828",second,448.570599,449
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-01,2026-03-31,"5,014",count,339.833054,340
hyundai-autolink,014334-757ACF-140FE7,autolink-IN-BASIC-IOS,kia-in-basic-ios,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-29,150,count,264.155939,264
Hecto Innovation,01E7F9-DB567E-DBC6E2,Hecto-Innovation-gmp,hecto-innovation-gmp,sphinfo.co.kr,Cloud Run Functions,29E7-DA93-CA13,Cloud Run functions CPU (Request-based billing) in asia-northeast1,EAE3-811A-8C09,Default,,사용량,2026-03-01,2026-03-31,"7,457.941",second,255.574510,256
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Artifact Registry,149C-F9EC-3994,Artifact Registry Storage,8502-299A-ABAF,Default,,사용량,2026-03-01,2026-03-31,1.704,gibibyte month,171.861689,172
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB backup storage for point-in-time recovery logs in Northern Virginia,5EA1-E5F8-85EC,Default,,사용량,2026-03-01,2026-03-31,399.586,gibibyte hour,78.165711,78
etc,01E541-1BB125-2312C6,golfzon,sphinfo-2012,sphinfo.co.kr,Compute Engine,6F81-5844-456A,Storage Machine Image in Asia,94B7-C7FA-15DA,Default,,사용량,2026-03-01,2026-03-31,1.074,gibibyte month,76.660671,77
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB Cluster Database Storage in Northern Virginia,1DBD-8F06-E70D,Default,,사용량,2026-03-01,2026-03-31,45.108,gibibyte hour,26.464551,26
Japan-Rocket-Now,01EE8F-8560CA-DA017C,Japan-Rocket-Now-customer,coupang-eats-customer,sphinfo.co.kr > Japan Rocket Now,Cloud Run,152E-C115-5142,Services CPU (Request-based billing),4856-B847-F1EB,Default,,사용량,2026-03-01,2026-03-31,393.865,second,13.497297,13
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB Backup Storage in Northern Virginia,7E60-B832-4C24,Default,,사용량,2026-03-01,2026-03-31,44.35,gibibyte hour,8.674920,9
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Cloud Run Functions,29E7-DA93-CA13,Cloud Run functions Memory (Request-based billing) in asia-northeast3,51BB-FA25-1BD9,Default,,사용량,2026-03-01,2026-03-31,"1,435.775",gibibyte second,7.174544,7
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Iowa,5D0E-3A17-3010,Default,,사용량,2026-03-01,2026-03-31,0.002,gibibyte month,6.561185,7
Hecto Innovation,01E7F9-DB567E-DBC6E2,Hecto-Innovation-gmp,hecto-innovation-gmp,sphinfo.co.kr,Cloud Run Functions,29E7-DA93-CA13,Cloud Run functions Memory (Request-based billing) in asia-northeast1,B5D6-E041-D247,Default,,사용량,2026-03-01,2026-03-31,"1,150.15",gibibyte second,4.104940,4
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB: Network Data Transfer Out Internet Premium within North America,140D-EC9A-B2A1,Default,,사용량,2026-03-01,2026-03-31,0.003,gibibyte,0.433843,0
Japan-Rocket-Now,01EE8F-8560CA-DA017C,Japan-Rocket-Now-customer,coupang-eats-customer,sphinfo.co.kr > Japan Rocket Now,Cloud Run,152E-C115-5142,Services Memory (Request-based billing),02A2-9231-36A6,Default,,사용량,2026-03-01,2026-03-31,113.05,gibibyte second,0.403533,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,Network Data Transfer GCP Inter Region between Northern America and Europe,444E-26EA-7C82,Default,,사용량,2026-03-01,2026-03-31,0,gibibyte,0.009086,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,Network Data Transfer GCP Inter Region within North America,42C5-3B36-8DBF,Default,,사용량,2026-03-01,2026-03-31,0,gibibyte,0.005676,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB: Network Data Transfer Out Internet Premium between North America and Europe,6F7C-30CE-D6E7,Default,,사용량,2026-03-01,2026-03-31,0,gibibyte,0.004824,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,Network Data Transfer GCP Inter Region between Northern America and Asia,DDDC-C1B6-93A5,Default,,사용량,2026-03-01,2026-03-30,0,gibibyte,0.000044,0
11st,012C1F-16F3D7-6B0F99,11st - project,maps-ext-33980215,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-03-01,2026-03-31,0.005,gibibyte,0.000000,0
amorepacific,011C63-46E87C-6D76D6,AP Google Map APIs,continual-rhino-247902,sphinfo.co.kr > amorepacific,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"1,141",count,0.000000,0
amorepacific,011C63-46E87C-6D76D6,AP Google Map APIs,continual-rhino-247902,sphinfo.co.kr > amorepacific,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-01,2026-03-31,911,count,0.000000,0
amorepacific,011C63-46E87C-6D76D6,AP Google Map APIs,continual-rhino-247902,sphinfo.co.kr > amorepacific,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-01,2026-03-31,911,count,0.000000,0
amorepacific,011C63-46E87C-6D76D6,AP Google Map APIs,continual-rhino-247902,sphinfo.co.kr > amorepacific,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-03-01,2026-03-31,0.005,gibibyte,0.000000,0
Air Incheon,017779-95723B-AE0AC5,Air Incheon,air-incheon,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"1,630",count,0.000000,0
Air Incheon,017779-95723B-AE0AC5,Air Incheon,air-incheon,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-03-01,2026-03-31,0.002,gibibyte,0.000000,0
Bespinglobal-Myrealtrip,01EE41-6CE54F-CC545A,Bespinglobal-Myrealtrip,bespinglobal-myrealtrip,sphinfo.co.kr > bespin-global > MyRealTrip,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,274,count,0.000000,0
Bespinglobal-Myrealtrip,01EE41-6CE54F-CC545A,Bespinglobal-Myrealtrip,bespinglobal-myrealtrip,sphinfo.co.kr > bespin-global > MyRealTrip,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-01,2026-03-31,"2,385",count,0.000000,0
Bespinglobal-Myrealtrip,01EE41-6CE54F-CC545A,Bespinglobal-Myrealtrip,bespinglobal-myrealtrip,sphinfo.co.kr > bespin-global > MyRealTrip,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-01,2026-03-31,"1,596",count,0.000000,0
Bespinglobal-Myrealtrip,01EE41-6CE54F-CC545A,Bespinglobal-Myrealtrip,bespinglobal-myrealtrip,sphinfo.co.kr > bespin-global > MyRealTrip,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-01,2026-03-31,"1,596",count,0.000000,0
Bespinglobal-Myrealtrip,01EE41-6CE54F-CC545A,Bespinglobal-Myrealtrip,bespinglobal-myrealtrip,sphinfo.co.kr > bespin-global > MyRealTrip,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-03-01,2026-03-31,0.003,gibibyte,0.000000,0
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-01,2026-03-31,"3,227",count,0.000000,0
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-01,2026-03-31,"3,227",count,0.000000,0
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-03-01,2026-03-31,0.003,gibibyte,0.000000,0
Bespinglobal-Vanpl,015C31-5AD96E-77C606,Bespinglobal-Vanpl,bespinglobal-vanpl,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-10,455,count,0.000000,0
Bespinglobal-Vanpl,015C31-5AD96E-77C606,Bespinglobal-Vanpl,bespinglobal-vanpl,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-03-01,2026-03-31,0.002,gibibyte,0.000000,0
Bespinglobal-Socar,01B8A6-ADBFE0-076526,Bespinglobal-socar,bespinglobal-socar,sphinfo.co.kr > bespin-global,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-03-01,2026-03-31,0.003,gibibyte,0.000000,0
StudioG,014FAE-441BFE-12B09A,ChiangMaiDRT,chiangmaidrt,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-03-01,2026-03-31,0.002,gibibyte,0.000000,0
jch,01C2B8-01ECD2-F4F755,DroneFly,dazzling-rain-147005,sphinfo.co.kr > jch,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-03-01,2026-03-31,"28,671",count,0.000000,0
jch,01C2B8-01ECD2-F4F755,DroneFly,dazzling-rain-147005,sphinfo.co.kr > jch,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-01,2026-03-31,"4,913",count,0.000000,0
jch,01C2B8-01ECD2-F4F755,DroneFly,dazzling-rain-147005,sphinfo.co.kr > jch,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-01,2026-03-31,"4,913",count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Cloud Scheduler,1F14-4801-0E16,Jobs,A5D6-43A2-28A7,Default,,사용량,2026-03-01,2026-03-31,31,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions GOOGLE-API Data Transfer Out,6D32-700C-60C3,Default,,사용량,2026-03-01,2026-03-31,0.003,gibibyte,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Invocations,92DF-0F0E-630F,Default,,사용량,2026-03-01,2026-03-31,"1,815",count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-03-01,2026-03-31,0.015,gibibyte,0.000000,0
