인보이스 번호,5540519493,
인보이스 날짜,2026-03-31,
마감일,2026-04-30,
결제 ID,4907-3667-0302,
결제 계정 ID,01DA80-8E7EBE-D7F984,
통화,KRW,
환율,"1,427.87",
총 청구 금액,"₩609,987,414",
결제 계정 이름,결제 계정 ID,프로젝트 이름,프로젝트 ID,프로젝트 계층 구조,서비스 설명,서비스 ID,SKU 설명,SKU ID,소비 모델 설명,크레딧 유형,비용 유형,사용량 시작일,사용량 종료일,사용량,사용량 단위,반올림되지 않은 비용(₩),비용(₩)
samsung-store,011DC2-82B7AF-9A735F,samsung-store - project,samsung-store-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"90,919",count,808792.685295,808793
nhn,01775C-1F3AE8-963929,Band-GMAP-Project,band-gmap-project,sphinfo.co.kr > naver,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"272,182",count,804443.054730,804443
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"123,133",count,774665.163879,774665
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"125,803",count,767320.652407,767321
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"86,430",count,763924.725841,763925
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB Instance RAM Usage in Northern Virginia,233F-15CC-157E,Default,,사용량,2026-03-01,2026-03-31,"47,552",gibibyte hour,760458.430655,760458
kakao,011DBA-225A54-E38AD6,kakao - kakaotalk,kakao-kakaotalk,sphinfo.co.kr > kakao,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,Default,,사용량,2026-03-01,2026-03-31,"19,401",count,723691.911184,723692
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API (New),0776-5E2E-55E3,Places API Nearby Search Enterprise,772E-9975-BE34,Default,,사용량,2026-03-01,2026-03-31,"15,300",count,714648.932563,714649
kakao,011DBA-225A54-E38AD6,kakao - kakaostory,kakao-kakaostory,sphinfo.co.kr > kakao,Places API (New),0776-5E2E-55E3,Places API Place Details Pro,4ED6-464A-2AFC,Default,,사용량,2026-03-01,2026-03-31,"34,274",count,710590.926822,710591
samsung-store,011DC2-82B7AF-9A735F,samsung-store - project,samsung-store-project,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"111,513",count,708297.766228,708298
LG-MCS,01C2A4-CF2EC3-F7B6F0,MCS-Global-PROD,mcs-global-prod,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"75,828",count,657976.772399,657977
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise + Atmosphere,EB23-5ECC-F753,Default,,사용량,2026-03-01,2026-03-31,"19,383",count,656213.354277,656213
hankookn,019AC5-EC076F-EE6577,HankookTireHompage,booming-argon-136523,sphinfo.co.kr > HankookTire,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"100,510",count,645488.620408,645489
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-01,2026-03-31,"31,230",count,642206.339578,642206
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DesignPro-Prod,toolbox2-438006,sphinfo.co.kr > hanwha-vision,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"98,627",count,632702.305414,632702
mofa-callcenter,013BEE-9A876F-76463A,mofa-callcenter - project,mofa-callcenter-project,sphinfo.co.kr > mofa-callcenter,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"96,188",count,615326.294852,615326
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"69,963",count,599335.578924,599336
Samsung-NowBrief,01FC72-F64E7A-262327,SmartThings-find-safe,smartthings-find-safe,sphinfo.co.kr > SmartThings,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"93,340",count,594993.427545,594993
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-31,"146,365",count,572256.148419,572256
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB Instance vCPU Cores in Northern Virginia,718D-9B7C-8026,Default,,사용량,2026-03-01,2026-03-31,"5,944",hour,560838.092478,560838
samsung-dotcom,016022-EF4338-D39393,samsung-dotcom - project,map-for-work-ext-95010639,sphinfo.co.kr,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-01,2026-03-31,"76,811",count,541241.259219,541241
kakao,011DBA-225A54-E38AD6,kakao - kakaotalk,kakao-kakaotalk,sphinfo.co.kr > kakao,Places API (New),0776-5E2E-55E3,Places API Nearby Search Pro,99F9-A108-83A6,Default,,사용량,2026-03-01,2026-03-31,"13,465",count,510541.037104,510541
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Places API (New),0776-5E2E-55E3,Places API Place Details Pro,4ED6-464A-2AFC,Default,,사용량,2026-03-01,2026-03-31,"24,592",count,505624.983682,505625
hankookn,019AC5-EC076F-EE6577,HankookTireHompage,booming-argon-136523,sphinfo.co.kr > HankookTire,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-31,"121,841",count,498924.047570,498924
kakao,011DBA-225A54-E38AD6,kakao - kakaostory,kakao-kakaostory,sphinfo.co.kr > kakao,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"47,328",count,470429.339374,470429
samsung-store,011DC2-82B7AF-9A735F,samsung-store - project,samsung-store-project,sphinfo.co.kr,Directions API,B7D9-FDCB-15D8,Directions,28A8-3EB4-4595,Default,,사용량,2026-03-01,2026-03-31,"75,879",count,470333.236948,470333
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-asia-project,samsung-m-gspn-asia-project,sphinfo.co.kr > samsung-m-gspn,Distance Matrix API,E1D8-71A6-53DE,Distance Matrix,C1B6-FF9D-7700,Default,,사용량,2026-03-01,2026-03-31,"75,869",count,470261.843409,470262
LG-MCS,01C2A4-CF2EC3-F7B6F0,MCS-Global-PROD,mcs-global-prod,sphinfo.co.kr,Google Maps Platform - Routes,0161-1616-FF1D,Routes: Compute Routes Pro,02F7-1B55-DC90,Default,,사용량,2026-03-01,2026-03-31,"36,580",count,450921.344176,450921
coupang,019ED0-3A1D89-455040,coupang-04 - project,coupang4-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-01,2026-03-31,"61,541",count,432223.385806,432223
lg-dmst,0171B4-1575B6-A3A335,dmst-GSFS,dmst-gsfs,sphinfo.co.kr > lg-dmst,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"72,191",count,428665.754518,428666
coupang,019ED0-3A1D89-455040,coupang-01 - project,map-for-work-ext-102831228,sphinfo.co.kr > coupang,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"144,315",count,428573.622220,428574
nims,01A1B0-97FF7F-A4FDFC,nims - project,nims-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"52,090",count,420693.336808,420693
NGL Korea,018CEF-B195F0-03264D,NGLMobilityTest,nglmobilitytest,sphinfo.co.kr,Google Maps Platform - Mobility Billing,BBEE-7ECA-3FE8,Mobility Accelerate count - Global,B634-6A6B-9A2D,Default,,사용량,2026-03-01,2026-03-31,"2,571",count,396473.805900,396474
samsung-store,011DC2-82B7AF-9A735F,samsung-store - project,samsung-store-project,sphinfo.co.kr,Route Optimization API,0D08-5400-B9BF,RouteOptimization - SingleVehicleRouting,2020-AA6E-7D49,Default,,사용량,2026-03-01,2026-03-31,"31,669",count,380798.649153,380799
ssg,01699C-454BDC-B1652D,ssg - project,ssg-project-264502,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"62,826",count,377143.301787,377143
lg-uplus,01A6B5-6C03AF-18A33F,lguplus - project,lguplus-project,sphinfo.co.kr,Geolocation API,0245-C3C9-3864,Geolocation,51AF-D64F-9ABD,Default,,사용량,2026-03-01,2026-03-31,"60,268",count,358880.843342,358881
samsung-sds-cello,015718-816F9E-1B3AED,samsung-sds-cello - project,map-for-work-int-154619931,sphinfo.co.kr > samsung-sds-cello,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"58,830",count,348614.458362,348614
hanatour,016740-391F9E-D9ACDA,hanatour-openchat,hanatour-openchat,sphinfo.co.kr > hanatour,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"55,152",count,337593.707714,337594
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Google Maps Platform - Routes,0161-1616-FF1D,Routes: Compute Routes Pro,02F7-1B55-DC90,Default,,사용량,2026-03-01,2026-03-31,"28,502",count,335578.005049,335578
lg-dotcom,0107E5-3B708B-6A9262,lg-dotcom - project,map-for-work-ext-141712758,sphinfo.co.kr,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-01,2026-03-31,"47,928",count,335035.413434,335035
samsung-dotcom,016022-EF4338-D39393,samsung-dotcom - project,map-for-work-ext-95010639,sphinfo.co.kr,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-31,"76,811",count,324744.754064,324745
kakao,011DBA-225A54-E38AD6,kakao - kakaostory,kakao-kakaostory,sphinfo.co.kr > kakao,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,Default,,사용량,2026-03-01,2026-03-31,"8,364",count,316482.824186,316483
GSN-Yanolja Group,016093-630C3D-5C03B9,interpark-tour-project,interpark-tour-project,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"60,344",count,310978.826440,310979
telcomcell,01388C-95D38A-C7D83B,telcomcell - project,maps-ext-34610340,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"39,500",count,294855.152659,294855
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise + Atmosphere,EB23-5ECC-F753,Default,,사용량,2026-03-01,2026-03-31,"9,021",count,286323.630009,286324
kakao,011DBA-225A54-E38AD6,kakao - kakao100,kakao-kakao100,sphinfo.co.kr > kakao,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-01,2026-03-31,"125,308",count,284551.097573,284551
samsung-sds-cello,015718-816F9E-1B3AED,samsung-sds-cello - project,map-for-work-int-154619931,sphinfo.co.kr > samsung-sds-cello,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"37,714",count,277003.922366,277004
pantos,01EF78-ADF325-25E5D9,pantos-ID,pantos-id,sphinfo.co.kr > pantos,Directions API,B7D9-FDCB-15D8,Directions Advanced,9407-00C2-CF85,Default,,사용량,2026-03-01,2026-03-31,"23,822",count,276512.183214,276512
pantos,01EF78-ADF325-25E5D9,pantos - project,pantos-project-256001,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"41,276",count,271395.045556,271395
nhn,01775C-1F3AE8-963929,Naver-GMAP-PlacePoi-Project,naver-gmap-placepoi-project,sphinfo.co.kr > naver,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-01,2026-03-26,"43,903",count,268599.273943,268599
hyundaicard-translate,017E34-66E7A2-B27CB0,hyundaicard-translate - pjt,hyundai-autoever-project,sphinfo.co.kr,Translate,1DB1-3CD3-35A3,Neural Translation Model Predictions,D90A-CFB2-7CCD,Default,,사용량,2026-03-01,2026-03-31,"9,393,481",count,268253.394158,268253
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Places API (New),0776-5E2E-55E3,Places API Place Details Photos,DCD1-FE97-8C71,Default,,사용량,2026-03-01,2026-03-31,"27,103",count,260901.833309,260902
coupang,019ED0-3A1D89-455040,coupang-04 - project,coupang4-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-31,"61,541",count,259334.030461,259334
samsung-store,011DC2-82B7AF-9A735F,samsung-store - project,samsung-store-project,sphinfo.co.kr,Distance Matrix API,E1D8-71A6-53DE,Distance Matrix,C1B6-FF9D-7700,Default,,사용량,2026-03-01,2026-03-31,"44,004",count,242766.457319,242766
seavantage,012E9C-62FE95-B212A6,seavantage - project,maps-asset-59943897,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"33,849",count,238372.899824,238373
coupang,019ED0-3A1D89-455040,coupang-04 - project,coupang4-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Places - Text Search,E95A-86C7-7F47,Default,,사용량,2026-03-01,2026-03-31,"9,556",count,211781.677450,211782
lg-dotcom,0107E5-3B708B-6A9262,lg-dotcom - project,map-for-work-ext-141712758,sphinfo.co.kr,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-31,"47,928",count,201021.246690,201021
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API (New),0776-5E2E-55E3,Places API Nearby Search Pro,99F9-A108-83A6,Default,,사용량,2026-03-01,2026-03-31,"9,289",count,195972.301024,195972
webtour,0157E8-7C6094-535293,webtour - project,webtour-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"29,048",count,190386.472361,190386
amorepacific,011C63-46E87C-6D76D6,AP Google Map APIs,continual-rhino-247902,sphinfo.co.kr > amorepacific,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"26,840",count,187179.381450,187179
cj-korea-express,0168DE-63BE7E-3428BB,cj-korea-express - project,maps-asset-13209027,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"34,445",count,174521.408338,174521
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,Default,,사용량,2026-03-01,2026-03-31,"4,122",count,173698.375734,173698
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-01,2026-03-31,"69,797",count,170764.682042,170765
kakao,011DBA-225A54-E38AD6,kakao - kakao100,kakao-kakao100,sphinfo.co.kr > kakao,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"26,478",count,167317.370988,167317
nhn,01775C-1F3AE8-963929,Naver-GMAP-PlacePoi-Project,naver-gmap-placepoi-project,sphinfo.co.kr > naver,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-26,"43,903",count,161159.563961,161160
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-01,2026-03-31,"49,182",count,158329.449860,158329
samsung-gsrm,01E448-A8E45E-EBCBBF,samsung-gsrm - project,maps-int-11739052,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"31,690",count,154852.499659,154852
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-splyt-company,kakao-mobility-splyt-company,sphinfo.co.kr > kakao-mobility,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"25,896",count,153645.484209,153645
Samsung Wallet,01BAD0-F21BE8-D5C8FD,Samsung-Wallet-Project,samsung-wallet-project,sphinfo.co.kr,Time Zone API,C250-726E-A553,Time Zone,91DF-9B59-4BBD,Default,,사용량,2026-03-01,2026-03-31,"30,604",count,147099.165960,147099
ssg,01699C-454BDC-B1652D,ssg - project,ssg-project-264502,sphinfo.co.kr,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-01,2026-03-31,"58,611",count,138820.374547,138820
pantos,01EF78-ADF325-25E5D9,pantos-ID,pantos-id,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"25,973",count,138772.236388,138772
hankookn,019AC5-EC076F-EE6577,HankookTireHompage,booming-argon-136523,sphinfo.co.kr > HankookTire,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise + Atmosphere,EB23-5ECC-F753,Default,,사용량,2026-03-01,2026-03-31,"4,722",count,132863.302327,132863
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"21,995",count,129705.826833,129706
cj-korea-express,0168DE-63BE7E-3428BB,cj-korea-express - project,maps-asset-13209027,sphinfo.co.kr,Directions API,B7D9-FDCB-15D8,Directions,28A8-3EB4-4595,Default,,사용량,2026-03-01,2026-03-31,"27,457",count,124631.631108,124632
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DesignPro-Prod,toolbox2-438006,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"17,504",count,123725.499177,123725
nhn,01775C-1F3AE8-963929,Band-GMAP-Project,band-gmap-project,sphinfo.co.kr > naver,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"71,504",count,119048.389092,119048
samsung-sds-cello,015718-816F9E-1B3AED,cello-gcc,gold-coffee,sphinfo.co.kr > samsung-sds-cello,Custom Search,4550-691F-6425,Queries,84A0-A600-D2A9,Default,,사용량,2026-03-01,2026-03-31,"18,692",count,111316.744998,111317
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DesignPro-Prod,toolbox2-438006,sphinfo.co.kr > hanwha-vision,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,Default,,사용량,2026-03-01,2026-03-31,"7,121",count,111076.862646,111077
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEUK,dmst-lgeuk,sphinfo.co.kr > lg-dmst,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"17,814",count,108858.160439,108858
koreaairport,01771C-2FB3D7-289CF8,koreaairport-sub - project,koreaairport-sub-project,sphinfo.co.kr > koreaairport,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"10,840",count,101683.712836,101684
coupang,019ED0-3A1D89-455040,coupang-04 - project,coupang4-project,sphinfo.co.kr > coupang,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"29,945",count,93034.373764,93034
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"21,538",count,82373.819005,82374
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-QA,gmp-oncloud-qa,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"8,973",count,70027.227114,70027
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"7,117",count,65106.103564,65106
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEAI,dmst-lgeai,sphinfo.co.kr > lg-dmst,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-01,2026-03-31,"9,173",count,58349.906220,58350
etc,01E541-1BB125-2312C6,golfzon,sphinfo-2012,sphinfo.co.kr,Compute Engine,6F81-5844-456A,Balanced PD Capacity in Seoul,5666-EFB4-5C79,Default,,사용량,2026-03-01,2026-03-31,300,gibibyte month,55686.929206,55687
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-global-rent,kakao-mobility-global-rent,sphinfo.co.kr > kakao-mobility,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"8,530",count,51811.200795,51811
pantos,01EF78-ADF325-25E5D9,pantos-LGEEU,pantos-lgeeu,sphinfo.co.kr > pantos,Directions API,B7D9-FDCB-15D8,Directions Advanced,9407-00C2-CF85,Default,,사용량,2026-03-01,2026-03-31,"3,722",count,45386.827447,45387
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEAI,dmst-lgeai,sphinfo.co.kr > lg-dmst,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-01,2026-03-31,"9,173",count,35009.943194,35010
Hecto Innovation,01E7F9-DB567E-DBC6E2,Hecto-Innovation-gmp,hecto-innovation-gmp,sphinfo.co.kr,Places API (New),0776-5E2E-55E3,Places API Place Details Photos,DCD1-FE97-8C71,Default,,사용량,2026-03-01,2026-03-31,"4,335",count,33333.624527,33334
lg-dotcom,0107E5-3B708B-6A9262,lg-dotcom - project,map-for-work-ext-141712758,sphinfo.co.kr,Directions API,B7D9-FDCB-15D8,Directions,28A8-3EB4-4595,Default,,사용량,2026-03-01,2026-03-31,"14,305",count,30734.900925,30735
nhn,01775C-1F3AE8-963929,Line-GMAP-sukima-baito-Project,line-gmap-sukima-baito-project,sphinfo.co.kr > naver,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"10,922",count,30322.392577,30322
nhn,01775C-1F3AE8-963929,Naver-GMAP-PlacePoi-Project,naver-gmap-placepoi-project,sphinfo.co.kr > naver,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-01,2026-03-26,"1,445",count,29570.796421,29571
lg-dmst,0171B4-1575B6-A3A335,dmst-LGECI,dmst-lgeci,sphinfo.co.kr > lg-dmst,Distance Matrix API,E1D8-71A6-53DE,Distance Matrix Advanced,DFAE-763F-CF6E,Default,,사용량,2026-03-01,2026-03-31,"2,612",count,28899.558143,28900
hanatour,016740-391F9E-D9ACDA,hanatour-BTMS - project,hanatour-btms-project,sphinfo.co.kr > hanatour,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"3,337",count,27466.951770,27467
s1,01C390-6833DC-7C05CF,s1 - project,maps-asset-21630576,sphinfo.co.kr,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-01,2026-03-31,"18,951",count,25561.728184,25562
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-qa-project,samsung-m-gspn-qa-project,sphinfo.co.kr > samsung-m-gspn,Translate,1DB1-3CD3-35A3,Neural Translation Model Predictions,D90A-CFB2-7CCD,Default,,사용량,2026-03-01,2026-03-31,"789,115",count,22535.071224,22535
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-PREMIUM-IOS,kia-au-premium-ios,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"7,491",count,22124.845235,22125
nhn,01775C-1F3AE8-963929,Travel AI Agent,line-travel-ai-agent,sphinfo.co.kr > naver,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,Default,,사용량,2026-03-01,2026-03-31,855,count,20931.431893,20931
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-PREMIUM-AND,kia-au-premium-and,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-01,2026-03-31,"7,286",count,20589.885026,20590
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-01,2026-03-31,"3,796",count,19961.621574,19962
Samsung-Logitech,0157C0-84B18E-442AE8,Samsung-Logitech,samsung-logitech,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-01,2026-03-31,"11,988",count,19870.238717,19870
